"Country_code","Country_name","Series code","Series_name","SCALE","Decimals","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","Income_group"
"MNP","Northern Mariana Islands","EN.ATM.CO2E.PP.GD.KD","CO2 emissions per units of GDP (kg/$1,000 of 2005 PPP $)",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High income: nonOECD"
"MNP","Northern Mariana Islands","SE.ENR.PRSC.FM.ZS","Ratio of girls to boys in primary & secondary school (%)",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High income: nonOECD"
"MNP","Northern Mariana Islands","EN.URB.MCTY.TL.ZS","Population in urban agglomerations >1million (%)",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High income: nonOECD"
"MNP","Northern Mariana Islands","AG.YLD.CREL.KG","Cereal yield (kg per hectare)",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High income: nonOECD"
"MNP","Northern Mariana Islands","BX.KLT.DINV.WD.GD.ZS","Foreign direct investment, net inflows (% of GDP)",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High income: nonOECD"
"MNP","Northern Mariana Islands","EG.USE.COMM.GD.PP.KD","Energy use per units of GDP (kg oil eq./$1,000 of 2005 PPP $)",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High income: nonOECD"
"MNP","Northern Mariana Islands","SP.POP.GROW","Population growth (annual %)",0,1,6.41,6.07,5.68,5.33,5.03,4.74,4.51,4.22,3.71,2.93,2,1.09,0.3,-0.42,-1.02,-1.51,-2.06,-2.54,-2.58,-1.99,-0.91,NA,"High income: nonOECD"
"MOZ","Mozambique","SP.URB.GROW","Urban population growth (annual %)",0,1,5.52,7.06,7.71,7.99,7.8,7.32,6.34,5.97,5.7,5.58,5.56,5.11,5.07,5.01,4.91,4.78,4.71,4.6,4.5,4.42,4.35,NA,"Low income"
"MOZ","Mozambique","EG.USE.PCAP.KG.OE","Energy use per capita (kilograms of oil equivalent)",0,0,437.14,425.05,416.92,409.74,399.14,394.41,390.03,390.93,384.92,382.77,394.09,403.75,398.19,408.83,413.64,408.73,410.61,423.46,420.39,427.23,NA,NA,"Low income"
"MOZ","Mozambique","EN.ATM.CO2E.PC","CO2 emissions per capita (metric tons)",0,1,0.07,0.07,0.07,0.07,0.07,0.07,0.06,0.07,0.07,0.07,0.07,0.08,0.08,0.1,0.09,0.09,0.09,0.12,0.1,NA,NA,NA,"Low income"
"MOZ","Mozambique","NY.GNP.PCAP.CD","GNI per capita (Atlas $)",0,0,170,180,150,150,130,130,160,180,220,240,230,230,230,230,260,290,310,340,380,440,440,NA,"Low income"
"MOZ","Mozambique","SE.PRM.CMPT.ZS","Primary completion rate, total (% of relevant age group)",0,0,26.45,26.36,24.65,24.78,25.42,25.93,NA,NA,NA,14.01,16.12,18.83,22.22,NA,29.5,41.61,41.32,45.91,59.24,56.62,60.57,NA,"Low income"
"MOZ","Mozambique","EN.ATM.CO2E.KT","CO2 emissions, total (KtCO2)",0,1,1001.09,1026.76,1001.09,1078.1,1070.76,1111.1,1041.43,1125.77,1133.1,1188.11,1349.46,1580.48,1587.81,1917.84,1921.51,1822.5,1980.18,2574.23,2313.88,NA,NA,NA,"Low income"
"MOZ","Mozambique","SP.URB.TOTL","Urban population",0,0,2858433.04,3067473.75,3313223.84,3588868.94,3880082.14,4174564.42,4447894,4721467.8,4998405.57,5285325.62,5587601.39,5880333.63,6186246.77,6503988.77,6831097.23,7165654.48,7511447.87,7865164.16,8227440.36,8599407.95,8982053.76,NA,"Low income"
"MOZ","Mozambique","BX.KLT.DINV.WD.GD.ZS","Foreign direct investment, net inflows (% of GDP)",0,1,0.37,0.83,1.28,1.58,1.62,2,2.28,1.72,5.02,8.58,3.28,6.27,8.27,7.22,4.29,1.64,2.17,5.32,5.98,9,8.23,NA,"Low income"
"MOZ","Mozambique","SE.ENR.PRSC.FM.ZS","Ratio of girls to boys in primary & secondary school (%)",0,0,72.73,71.49,72.22,71.13,69.61,69.36,NA,NA,73.15,73.51,74.91,76.55,78.31,NA,82.03,83.02,84.72,85.48,86.57,88.29,88.95,NA,"Low income"
"MOZ","Mozambique","SP.POP.TOTL","Population",0,0,13547076,13867422,14318167,14854590,15409381,15933452,16412893,16862385,17295521,17735992,18200656,18691461,19200021,19721009,20246287,20770013,21290952,21811326,22332900,22858607,23390765,NA,"Low income"
"MOZ","Mozambique","AG.YLD.CREL.KG","Cereal yield (kg per hectare)",0,0,476.6,341.6,175.7,565.1,520.7,652.7,822.3,821.7,839.2,985.5,868,884,826.8,817.5,773.3,739,779.8,796.6,845.7,876.6,NA,NA,"Low income"
"MOZ","Mozambique","EN.ATM.CO2E.PP.GD.KD","CO2 emissions per units of GDP (kg/$1,000 of 2005 PPP $)",0,1,184.77,180.65,185.61,183.97,171.14,172.91,150.9,147.97,134.44,130.38,146.49,153.33,141.56,161.27,149.77,131.06,131.02,158.77,133.58,NA,NA,NA,"Low income"
"MOZ","Mozambique","EG.USE.COMM.GD.PP.KD","Energy use per units of GDP (kg oil eq./$1,000 of 2005 PPP $)",0,1,1093,1037.08,1106.8,1038.59,983.02,977.99,927.59,866.47,789.91,745.01,778.65,732.13,681.59,677.96,652.75,610.48,578.45,569.65,542.02,529.65,NA,NA,"Low income"
"MOZ","Mozambique","ER.LND.PTLD.ZS","Nationally terrestrial protected areas (% of total land area)",0,1,14.82,14.82,14.82,14.82,14.82,14.82,14.82,14.82,14.82,14.82,14.82,14.82,15.83,15.83,15.83,15.83,15.83,15.83,15.83,15.83,NA,NA,"Low income"
"MOZ","Mozambique","EN.URB.MCTY.TL.ZS","Population in urban agglomerations >1million (%)",0,0,5.73,5.79,5.8,5.79,5.78,5.78,5.81,5.85,5.9,5.96,6.02,6.09,6.16,6.25,6.34,6.45,6.57,6.7,6.83,6.95,7.07,NA,"Low income"
"MOZ","Mozambique","SH.DYN.MORT","Under-five mortality rate (per 1,000)",0,0,218.7,213.5,208.6,203.8,199.3,195,191,187.1,183.5,180,176.7,173.3,169.8,166.1,162.3,158.4,154.3,149.1,144.1,139.6,135,NA,"Low income"
"MOZ","Mozambique","NY.GDP.MKTP.CD","GDP ($)",0,0,2463238802.85,2695475825.13,1968901449.82,2027650517.82,2162771442.39,2246791389,3178648857.48,3751832732.05,4240336762.55,4448023241.58,4248747769.46,4075057668.8,4201325196.38,4666190665.52,5697991419.08,6578515375.57,7096128500.86,8030015309.93,9891264915.12,9787997621.73,9586185528.38,NA,"Low income"
"MOZ","Mozambique","SP.POP.GROW","Population growth (annual %)",0,1,1.26,2.34,3.2,3.68,3.67,3.34,2.96,2.7,2.54,2.51,2.59,2.66,2.68,2.68,2.63,2.55,2.48,2.41,2.36,2.33,2.3,NA,"Low income"
"MRT","Mauritania","SE.PRM.CMPT.ZS","Primary completion rate, total (% of relevant age group)",0,0,29.1,32.75,31.55,33.08,32.76,33.84,34.76,39.17,44.8,NA,NA,46.74,44.36,NA,NA,44.94,46.23,58.49,64.24,NA,NA,NA,"Lower middle income"
"MRT","Mauritania","EG.USE.PCAP.KG.OE","Energy use per capita (kilograms of oil equivalent)",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lower middle income"
"MRT","Mauritania","EN.ATM.CO2E.KT","CO2 emissions, total (KtCO2)",0,1,2665.91,2750.25,2944.6,2962.94,3124.28,2984.94,2999.61,2999.61,1111.1,1199.11,1195.44,1283.45,1411.8,1452.13,1613.48,1657.48,1672.15,1950.84,1998.52,NA,NA,NA,"Lower middle income"
"MRT","Mauritania","BX.KLT.DINV.WD.GD.ZS","Foreign direct investment, net inflows (% of GDP)",0,1,0.66,0.2,0.52,1.29,0.16,0.49,-0.03,-0.24,0.01,1.27,3.71,6.84,5.86,7.93,25.3,43.82,3.91,4.87,9.43,-1.27,0.37,NA,"Lower middle income"
"MRT","Mauritania","SP.POP.TOTL","Population",0,0,1995548,2050456,2107590,2166948,2228453,2292053,2357678,2425374,2495316,2567741,2642743,2720367,2800333,2882003,2964526,3047249,3129959,3212672,3295254,3377630,3459773,NA,"Lower middle income"
"MRT","Mauritania","AG.YLD.CREL.KG","Cereal yield (kg per hectare)",0,0,869.8,673.1,862.1,848.9,668,772,849.2,782,894.4,864.1,864.2,638.2,1011.7,804.7,630.9,844,665.2,708.6,768.6,875.8,NA,NA,"Lower middle income"
"MRT","Mauritania","EN.ATM.CO2E.PC","CO2 emissions per capita (metric tons)",0,1,1.34,1.34,1.4,1.37,1.4,1.3,1.27,1.24,0.45,0.47,0.45,0.47,0.5,0.5,0.54,0.54,0.53,0.61,0.61,NA,NA,NA,"Lower middle income"
"MRT","Mauritania","EN.ATM.CO2E.PP.GD.KD","CO2 emissions per units of GDP (kg/$1,000 of 2005 PPP $)",0,1,862.26,873.92,918.46,872.91,949.5,826.04,784.45,817.52,294.64,298.09,291.78,304.45,331.27,322.68,340.88,332.09,280.6,347.18,343.58,NA,NA,NA,"Lower middle income"
"MRT","Mauritania","SP.URB.GROW","Urban population growth (annual %)",0,1,5.07,2.76,2.8,2.83,2.85,2.86,2.92,2.93,2.94,2.96,2.98,3.09,3.1,3.07,3.02,2.95,3.17,3.1,3.03,2.96,2.89,NA,"Lower middle income"
"MRT","Mauritania","ER.LND.PTLD.ZS","Nationally terrestrial protected areas (% of total land area)",0,1,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,NA,NA,"Lower middle income"
"MRT","Mauritania","SP.URB.TOTL","Urban population",0,0,792232.56,814441.12,837556.27,861578.52,886478.6,912237.09,939298.92,967239.15,996130.15,1026069.3,1057097.2,1090323.09,1124613.73,1159718.01,1195296.88,1231088.6,1270763.35,1310770.18,1351054.14,1391583.56,1432346.02,NA,"Lower middle income"
"MRT","Mauritania","SH.DYN.MORT","Under-five mortality rate (per 1,000)",0,0,124.1,122.7,121.5,120.4,119.3,118.6,118.2,117.5,116.8,116,115.6,115.2,114.4,114.2,113.8,113.5,113.5,112.7,112.4,111.5,111.2,NA,"Lower middle income"
"MRT","Mauritania","NY.GDP.MKTP.CD","GDP ($)",0,0,1019600783.06,1130247027.63,1464392409.33,1249945001.96,1315932677.6,1415296645.19,1442598429.57,1401946882.22,1222433071.76,1194629187.74,1081168277.75,1121565583.39,1149656447.87,1285179087.4,1547861047.51,1857837742.16,2699180938.2,2837528880.96,3588611731.81,3027018188.62,3636296936,NA,"Lower middle income"
"MRT","Mauritania","SE.ENR.PRSC.FM.ZS","Ratio of girls to boys in primary & secondary school (%)",0,0,68.9,71.47,74.86,78.47,80.94,81.83,82.96,NA,93.24,95.56,95.31,94.92,97.02,99.14,100.69,102.94,101.64,102.65,NA,NA,NA,NA,"Lower middle income"
"MRT","Mauritania","EN.URB.MCTY.TL.ZS","Population in urban agglomerations >1million (%)",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lower middle income"
"MRT","Mauritania","SP.POP.GROW","Population growth (annual %)",0,1,2.67,2.71,2.75,2.78,2.8,2.81,2.82,2.83,2.84,2.86,2.88,2.89,2.9,2.87,2.82,2.75,2.68,2.61,2.54,2.47,2.4,NA,"Lower middle income"
"MRT","Mauritania","EG.USE.COMM.GD.PP.KD","Energy use per units of GDP (kg oil eq./$1,000 of 2005 PPP $)",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lower middle income"
"MRT","Mauritania","NY.GNP.PCAP.CD","GNI per capita (Atlas $)",0,0,550,500,580,600,590,610,660,590,540,520,460,410,440,450,520,590,650,790,960,970,1030,NA,"Lower middle income"
"MUS","Mauritius","SE.PRM.CMPT.ZS","Primary completion rate, total (% of relevant age group)",0,0,113.66,114.9,111.28,104.01,99.01,95.85,92.42,91.09,93.83,99.93,102.77,103.64,101.12,98.2,97.07,94.76,89.75,90.7,90.14,89.37,NA,NA,"Upper middle income"
"MUS","Mauritius","AG.YLD.CREL.KG","Cereal yield (kg per hectare)",0,0,4190.8,3723.7,4434.5,4242.9,3728.8,3853.3,4866.6,5043.4,5180,4902.4,8900,7203.7,7763.1,6555.5,6473.6,7539.6,7793.1,9453.7,7894.7,8306.9,NA,NA,"Upper middle income"
"MUS","Mauritius","SP.POP.TOTL","Population",0,0,1057000,1066655.86,1081000,1097000,1113000,1122457,1133996,1148284,1160421,1175267,1186873,1199881,1210196,1222811,1233386,1243253,1252987,1260692,1268854,1275323,1281214,NA,"Upper middle income"
"MUS","Mauritius","EG.USE.PCAP.KG.OE","Energy use per capita (kilograms of oil equivalent)",0,0,454,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,826.18,866.28,936.16,947.1,NA,NA,NA,NA,"Upper middle income"
"MUS","Mauritius","SE.ENR.PRSC.FM.ZS","Ratio of girls to boys in primary & secondary school (%)",0,0,100.41,101.74,NA,NA,NA,NA,101.8,NA,100.94,99.7,98.58,99.18,100.55,100.14,99.5,99.69,100.33,100.44,100.47,101.33,NA,NA,"Upper middle income"
"MUS","Mauritius","EN.URB.MCTY.TL.ZS","Population in urban agglomerations >1million (%)",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Upper middle income"
"MUS","Mauritius","EN.ATM.CO2E.PC","CO2 emissions per capita (metric tons)",0,1,1.38,1.43,1.58,1.62,1.46,1.63,1.72,1.74,1.89,2.1,2.33,2.47,2.46,2.57,2.59,2.74,3.01,3.08,3.12,NA,NA,NA,"Upper middle income"
"MUS","Mauritius","BX.KLT.DINV.WD.GD.ZS","Foreign direct investment, net inflows (% of GDP)",0,1,1.55,0.61,0.46,0.45,0.56,0.46,0.83,1.32,0.29,1.15,5.8,-0.61,0.67,1.12,0.22,0.66,1.64,4.37,3.92,2.9,4.43,NA,"Upper middle income"
"MUS","Mauritius","NY.GDP.MKTP.CD","GDP ($)",0,0,2653485952.13,2856889162.09,3224265824.19,3263363787.83,3558143642.14,4040342059.57,4421952121.49,4187375887.66,4169672974.23,4291171395.71,4582562397.94,4536544699.06,4767303153.04,5609931858.11,6385579077.78,6283845864.32,6507112279.85,7791974522.13,9641036888.45,8865125544.59,9728729228.53,NA,"Upper middle income"
"MUS","Mauritius","ER.LND.PTLD.ZS","Nationally terrestrial protected areas (% of total land area)",0,1,1.66,1.66,1.66,1.66,4.43,4.43,4.43,4.43,4.43,4.43,4.48,4.48,4.48,4.48,4.48,4.48,4.48,4.48,4.48,4.48,NA,NA,"Upper middle income"
"MUS","Mauritius","EN.ATM.CO2E.KT","CO2 emissions, total (KtCO2)",0,1,1463.13,1521.81,1708.82,1774.83,1624.48,1829.83,1950.84,1998.52,2196.53,2467.89,2768.58,2966.6,2981.27,3146.29,3193.96,3410.31,3777.01,3887.02,3953.03,NA,NA,NA,"Upper middle income"
"MUS","Mauritius","SP.URB.TOTL","Urban population",0,0,464023,466981.93,471964.6,477633.8,483264.6,486023.88,489659.47,494451.09,498284.78,503249.33,506794.77,511389.28,514817.38,519205.55,522708.99,525896.02,530765.29,534785.55,539009.18,542522.4,545797.16,NA,"Upper middle income"
"MUS","Mauritius","EN.ATM.CO2E.PP.GD.KD","CO2 emissions per units of GDP (kg/$1,000 of 2005 PPP $)",0,1,226.38,225.46,237.69,234.93,206.49,223.03,225.19,218.28,226.18,247.66,254.83,266.2,261.98,266.73,256.06,270.05,287.73,279.68,269.55,NA,NA,NA,"Upper middle income"
"MUS","Mauritius","EG.USE.COMM.GD.PP.KD","Energy use per units of GDP (kg oil eq./$1,000 of 2005 PPP $)",0,1,74.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.69,85.28,89.36,85.91,NA,NA,NA,NA,"Upper middle income"
"MUS","Mauritius","SP.POP.GROW","Population growth (annual %)",0,1,0.77,0.91,1.34,1.47,1.45,0.85,1.02,1.25,1.05,1.27,0.98,1.09,0.86,1.04,0.86,0.8,0.78,0.61,0.65,0.51,0.46,NA,"Upper middle income"
"MUS","Mauritius","SH.DYN.MORT","Under-five mortality rate (per 1,000)",0,0,23.9,23,22.4,22,21.9,21.8,21.6,21.1,20.4,19.5,18.6,17.7,16.9,16.4,16,15.9,15.7,15.6,15.4,15.3,15.1,NA,"Upper middle income"
"MUS","Mauritius","SP.URB.GROW","Urban population growth (annual %)",0,1,1.5,0.64,1.06,1.19,1.17,0.57,0.75,0.97,0.77,0.99,0.7,0.9,0.67,0.85,0.67,0.61,0.92,0.75,0.79,0.65,0.6,NA,"Upper middle income"
"MUS","Mauritius","NY.GNP.PCAP.CD","GNI per capita (Atlas $)",0,0,2440,2630,3000,3120,3230,3470,3780,3900,3780,3640,3870,3890,3880,4220,4990,5360,5530,6050,6890,7320,7750,NA,"Upper middle income"
"MWI","Malawi","AG.YLD.CREL.KG","Cereal yield (kg per hectare)",0,0,991.5,1140.9,481.5,1488.7,896.3,1309.1,1390.5,1054.4,1322.1,1745.3,1675.4,1175.4,1045.6,1208.9,1020.6,777.7,1444.6,2466.9,1598.6,2162.8,NA,NA,"Low income"
"MWI","Malawi","ER.LND.PTLD.ZS","Nationally terrestrial protected areas (% of total land area)",0,1,15.02,15.02,15.02,15.02,15.02,15.02,15.02,15.02,15.02,15.02,15.02,15.02,15.02,15.02,15.02,15.02,15.02,15.02,15.02,15.02,NA,NA,"Low income"
"MWI","Malawi","EN.URB.MCTY.TL.ZS","Population in urban agglomerations >1million (%)",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Low income"
"MWI","Malawi","SP.POP.TOTL","Population",0,0,9380892,9583696,9681728,9721620,9772164,9883350,10070605,10319125,10612353,10922265,11228756,11529337,11833102,12144945,12472794,12822587,13195329,13589404,14005113,14442290,14900841,NA,"Low income"
"MWI","Malawi","EN.ATM.CO2E.PP.GD.KD","CO2 emissions per units of GDP (kg/$1,000 of 2005 PPP $)",0,1,114.65,113.65,121.96,117.4,135.63,117.97,107.17,110.17,115.77,135.23,120.89,127.22,122.05,125.29,121.04,110.87,107.06,101.19,120.06,NA,NA,NA,"Low income"
"MWI","Malawi","SE.ENR.PRSC.FM.ZS","Ratio of girls to boys in primary & secondary school (%)",0,0,80.93,82.32,NA,89.05,92.23,88.47,88.42,NA,NA,90.55,92.63,93.29,93.43,96.07,98.79,98.81,100.01,99.8,99.37,100,NA,NA,"Low income"
"MWI","Malawi","SP.URB.TOTL","Urban population",0,0,1088183.47,1144293.3,1188916.2,1226868.44,1266472.45,1314485.55,1377658.76,1450868.98,1532423.77,1618679.67,1706770.91,1800882.44,1898029.56,1999057.95,2105407.63,2218307.55,2348768.56,2486860.93,2632961.24,2787361.97,2950366.52,NA,"Low income"
"MWI","Malawi","EN.ATM.CO2E.KT","CO2 emissions, total (KtCO2)",0,1,612.39,660.06,656.39,693.06,718.73,729.73,711.4,759.07,828.74,997.42,905.75,905.75,883.75,957.09,975.42,916.75,953.42,953.42,1228.44,NA,NA,NA,"Low income"
"MWI","Malawi","BX.KLT.DINV.WD.GD.ZS","Foreign direct investment, net inflows (% of GDP)",0,1,1.24,-1.3,-0.39,0.39,2.11,0.4,0.69,0.56,0.69,3.3,1.49,1.12,0.22,2.71,4.1,1.9,2.32,2.66,4.17,1.28,2.74,NA,"Low income"
"MWI","Malawi","EG.USE.PCAP.KG.OE","Energy use per capita (kilograms of oil equivalent)",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Low income"
"MWI","Malawi","SE.PRM.CMPT.ZS","Primary completion rate, total (% of relevant age group)",0,0,28.07,30.93,34.45,36.89,39.7,52.48,62.74,NA,NA,67.16,65.41,65.29,66.99,59,56.15,54.95,53.78,54.01,57.91,59.17,NA,NA,"Low income"
"MWI","Malawi","SP.POP.GROW","Population growth (annual %)",0,1,3.58,2.14,1.02,0.41,0.52,1.13,1.88,2.44,2.8,2.88,2.77,2.64,2.6,2.6,2.66,2.77,2.87,2.94,3.01,3.07,3.13,NA,"Low income"
"MWI","Malawi","EG.USE.COMM.GD.PP.KD","Energy use per units of GDP (kg oil eq./$1,000 of 2005 PPP $)",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Low income"
"MWI","Malawi","EN.ATM.CO2E.PC","CO2 emissions per capita (metric tons)",0,1,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.08,0.09,0.08,0.08,0.07,0.08,0.08,0.07,0.07,0.07,0.09,NA,NA,NA,"Low income"
"MWI","Malawi","SH.DYN.MORT","Under-five mortality rate (per 1,000)",0,0,222.1,218.1,214.7,212.5,209.3,205.1,199.4,191.1,182.6,174.5,166.5,158.7,150.9,143.4,135.7,128.1,120.4,112.4,104.7,98.1,92.1,NA,"Low income"
"MWI","Malawi","SP.URB.GROW","Urban population growth (annual %)",0,1,6.02,5.03,3.83,3.14,3.18,3.72,4.69,5.18,5.47,5.48,5.3,5.37,5.25,5.19,5.18,5.22,5.71,5.71,5.71,5.7,5.68,NA,"Low income"
"MWI","Malawi","NY.GDP.MKTP.CD","GDP ($)",0,0,1880785391.19,2203538071.03,1799527046.09,2070646319.84,1181801219.65,1397457933.81,2281034088.69,2663348222.11,1750585419.5,1775921700.01,1743506520.29,1716502772.12,2665159241.85,2424655975.58,2625187646.93,2755429810.91,3116942711.16,3458333168.7,4074143554.3,4727486010.93,5106263006.66,NA,"Low income"
"MWI","Malawi","NY.GNP.PCAP.CD","GNI per capita (Atlas $)",0,0,180,210,200,220,160,160,170,200,200,180,160,140,160,190,230,220,230,250,280,310,330,NA,"Low income"
"MYS","Malaysia","ER.LND.PTLD.ZS","Nationally terrestrial protected areas (% of total land area)",0,1,16.86,16.97,17.45,17.74,17.76,17.76,17.76,17.76,17.76,17.77,17.86,17.88,17.88,17.88,17.88,17.88,17.88,17.88,17.88,17.88,NA,NA,"Upper middle income"
"MYS","Malaysia","EN.ATM.CO2E.PP.GD.KD","CO2 emissions per units of GDP (kg/$1,000 of 2005 PPP $)",0,1,470.39,520.44,524.71,581.61,545.84,640.36,602.52,558.93,551.93,491.54,529.64,569.01,533.63,598.27,587.44,608.83,562.56,573.97,585.7,NA,NA,NA,"Upper middle income"
"MYS","Malaysia","AG.YLD.CREL.KG","Cereal yield (kg per hectare)",0,0,2740.2,2787.4,2953.1,3003,3031.8,3119.1,3199.9,3023.2,2843.2,2910.3,3039.5,3108.1,3232.1,3347.2,3314.8,3407,3389.4,3540.6,3602.1,3750.4,NA,NA,"Upper middle income"
"MYS","Malaysia","SP.POP.GROW","Population growth (annual %)",0,1,2.81,2.7,2.62,2.56,2.53,2.52,2.51,2.48,2.45,2.41,2.36,2.32,2.27,2.2,2.09,1.97,1.85,1.73,1.65,1.61,1.6,NA,"Upper middle income"
"MYS","Malaysia","SP.POP.TOTL","Population",0,0,18208562,18707774,19204087,19701263,20205446,20720810,21247102,21781499,22322448,22867698,23414909,23964621,24515323,25060184,25590453,26100241,26586287,27051142,27502008,27949395,28401017,NA,"Upper middle income"
"MYS","Malaysia","SE.ENR.PRSC.FM.ZS","Ratio of girls to boys in primary & secondary school (%)",0,0,101.52,100.92,101.72,102.11,102.83,NA,NA,NA,103.16,101.58,103.2,103.06,103.52,104.97,104.87,103.69,103.06,102.63,102.71,NA,NA,NA,"Upper middle income"
"MYS","Malaysia","SE.PRM.CMPT.ZS","Primary completion rate, total (% of relevant age group)",0,0,89.86,91.01,91.06,91.94,NA,NA,NA,NA,95.56,94.04,NA,NA,91.89,91.52,95.08,98.27,96.38,96,97.33,NA,NA,NA,"Upper middle income"
"MYS","Malaysia","NY.GNP.PCAP.CD","GNI per capita (Atlas $)",0,0,2370,2530,2850,3200,3560,4010,4450,4580,3610,3350,3420,3510,3740,4100,4660,5110,5610,6310,7150,7220,7760,NA,"Upper middle income"
"MYS","Malaysia","SP.URB.TOTL","Urban population",0,0,9067863.88,9537223.19,10016851.78,10508653.68,11016009.16,11541491.17,12102349.3,12681188.72,13277392.07,13889839.77,14517243.58,15126468.78,15748643.5,16379336.26,17012533.15,17643762.92,18216923.85,18784313,19350412.83,19922328.76,20505534.27,NA,"Upper middle income"
"MYS","Malaysia","EN.ATM.CO2E.PC","CO2 emissions per capita (metric tons)",0,1,3.11,3.67,3.92,4.66,4.65,5.85,5.9,5.73,5.12,4.72,5.41,5.7,5.51,6.4,6.57,7.03,6.75,7.21,7.57,NA,NA,NA,"Upper middle income"
"MYS","Malaysia","EG.USE.PCAP.KG.OE","Energy use per capita (kilograms of oil equivalent)",0,0,1207.54,1376.55,1511.75,1622.2,1569.22,1791.05,1786.31,2023.68,1871.9,1784.99,2018.84,2083.5,2073.55,2202.86,2122.04,2396.6,2403.37,2570.24,2655.21,2390.97,NA,NA,"Upper middle income"
"MYS","Malaysia","EN.ATM.CO2E.KT","CO2 emissions, total (KtCO2)",0,1,56592.81,68591.24,75298.18,91722.67,94010.88,121132.01,125374.73,124821.01,114186.71,107934.48,126603.18,136716.76,135128.95,160266.23,168040.28,183445.34,179418.98,194919.38,208267.27,NA,NA,NA,"Upper middle income"
"MYS","Malaysia","SH.DYN.MORT","Under-five mortality rate (per 1,000)",0,0,17.9,17.1,16.1,15.3,14.5,13.8,13,12.4,11.8,11.2,10.6,10,9.5,9.1,8.6,8.1,7.7,7.3,7,6.6,6.3,NA,"Upper middle income"
"MYS","Malaysia","EG.USE.COMM.GD.PP.KD","Energy use per units of GDP (kg oil eq./$1,000 of 2005 PPP $)",0,1,182.76,195.4,202.31,202.65,184.09,196.19,182.4,197.38,201.97,185.89,197.76,207.81,200.74,206.07,189.84,207.6,200.35,204.74,205.36,191.21,NA,NA,"Upper middle income"
"MYS","Malaysia","SP.URB.GROW","Urban population growth (annual %)",0,1,4.38,5.05,4.91,4.79,4.72,4.66,4.75,4.67,4.59,4.51,4.42,4.11,4.03,3.93,3.79,3.64,3.2,3.07,2.97,2.91,2.89,NA,"Upper middle income"
"MYS","Malaysia","EN.URB.MCTY.TL.ZS","Population in urban agglomerations >1million (%)",0,0,8.05,8.06,8.07,8.07,8.09,8.1,8.12,8.15,8.18,8.22,8.27,8.32,8.38,8.45,8.54,8.64,8.75,8.89,9.03,9.18,9.32,NA,"Upper middle income"
"MYS","Malaysia","BX.KLT.DINV.WD.GD.ZS","Foreign direct investment, net inflows (% of GDP)",0,1,5.3,8.14,8.76,7.48,5.83,4.7,5.04,5.13,3,4.92,4.04,0.6,3.18,2.24,3.71,2.88,3.88,4.6,3.33,0.72,3.83,NA,"Upper middle income"
